c_addr_id,c_addr_cbd,c_name,c_name_chn,c_admin_type,c_firstyear,c_lastyear,x_coord,y_coord,belongs1_ID,belongs1_Name,belongs1_Name_chn,belongs2_ID,belongs2_Name,belongs2_Name_chn,belongs3_ID,belongs3_Name,belongs3_Name_chn,belongs4_ID,belongs4_Name,belongs4_Name_chn,belongs5_ID,belongs5_Name,belongs5_Name_chn
702314,,﻿Gao Tang,﻿高唐,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702315,,﻿Zhen,﻿甄,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702316,,﻿Yu Ci,﻿榆次,County,-475,-221,112.8060699,37.63551164,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702317,,﻿Lin,﻿藺,County,-475,-221,111.164406,37.5862147,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702318,,﻿Li Shi,﻿離石,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702319,,﻿Hao,﻿鄗,County,-475,-221,114.7227511,37.59527287,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702320,,﻿An Ping,﻿安平,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702321,,﻿Dai Jun,﻿代郡,County,-475,-221,114.6104519,39.89222557,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702322,,Dai,代,County,-475,-221,114.6104519,39.89222557,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702323,,Shi Yi,石邑,County,-475,-221,114.4117498,37.9596794,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702324,,Shi Cheng,石城,County,-475,-221,114.4117498,37.9596794,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702325,,Yun Zhong,雲中,County,-475,-221,111.3997125,40.44601727,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702326,,﻿Shan Wu,﻿善無,County,-475,-221,112.418461,39.85267986,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702327,,﻿Fu Shi,﻿膚施,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702328,,﻿Nan Xing Tang,﻿南行唐,County,-475,-221,114.4932217,38.63932089,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702329,,﻿Zi Shi,﻿茲氏,County,-475,-221,111.7458049,37.24319501,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702330,,﻿Fang Ling,﻿防陵,County,-475,-221,113.9178242,35.77153853,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702331,,﻿Chang Cheng,﻿昌城,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702332,,﻿Tong Di,﻿銅鞮,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702333,,Tun Liu,屯留,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702334,,﻿Wu Yuan,﻿武垣,County,-475,-221,115.9656404,38.35780706,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702335,,﻿Yuan Shi,﻿元氏,County,-475,-221,114.3193192,37.86239524,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702336,,Shang Yuan,上原,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702337,,﻿Xing,﻿邢,County,-475,-221,114.7808658,37.27875527,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702338,,﻿Xin Cheng,﻿新城,County,-475,-221,112.7577333,39.36250886,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702339,,﻿Lang Meng,﻿狼孟,County,-475,-221,112.5914998,38.18674794,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702340,,﻿Han Gao,﻿韓皋,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702341,,﻿Ye,﻿鄴,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702342,,﻿Bai Ren,﻿柏人,County,-475,-221,114.6756905,37.38107331,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702343,,﻿Ju Yang,﻿沮陽,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702344,,﻿Ping Yuan,﻿平原,County,-475,-221,116.4030433,37.04535352,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702345,,﻿Fu Chang,﻿富昌,County,-475,-221,110.8667895,39.80211028,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702346,,﻿Wu Ping,﻿武平,County,-475,-221,116.5031977,38.97044643,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702347,,Lie,埒,County,-475,-221,,,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702348,,﻿Luan,﻿欒,County,-475,-221,114.8498657,37.77726868,701939,Zhao,趙,701928,Zhan Guo,戰國,,,,,,,,,
702349,,﻿Wen,﻿溫,County,-475,-221,112.9925727,34.89386303,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702350,,﻿Shao Liang,﻿少梁,County,-475,-221,110.2859702,35.44602713,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702351,,﻿Luo Yin,﻿雒陰,County,-475,-221,110.012103,34.82411116,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702352,,He Yang,合陽,County,-475,-221,110.2580534,35.11978759,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702353,,﻿Ye,﻿鄴,County,-475,-221,114.5426754,36.16729457,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702354,,﻿Fan Pang,﻿繁龐,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702355,,Ku Xing,苦陘,County,-475,-221,115.0283065,38.23850614,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702356,,﻿Suan Zao,﻿酸棗,County,-475,-221,114.1292484,35.19329402,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702357,,﻿Cheng Kuang,﻿承匡,County,-475,-221,115.0368986,34.39938747,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702358,,﻿An Yi,﻿安邑,County,-475,-221,111.2068324,35.2260085,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702359,,Wang Yuan,王垣,County,-475,-221,111.955479,35.1707548,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702360,,﻿Lu Yang,﻿魯陽,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702361,,﻿Wu Du,﻿武堵,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702362,,﻿Zhong Mu,﻿中牟,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702363,,﻿Da Liang,﻿大梁,County,-475,-221,114.5302999,34.60656434,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702364,,﻿Jiang,﻿絳,County,-475,-221,111.3284618,35.59036828,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702365,,﻿Han Dan,﻿邯鄲,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702366,,﻿Xuan Shi,﻿泫氏,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702367,,﻿Ji Yang,﻿濟陽,County,-475,-221,115.0919694,34.94527386,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702368,,﻿Yin Yin,﻿㶏陰,County,-475,-221,114.3924548,33.69235373,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702369,,﻿Dun Qiu,﻿頓丘,County,-475,-221,114.3762208,35.65154714,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702370,,﻿Yin Jin,﻿陰晉,County,-475,-221,110.1176301,34.52954864,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702371,,﻿Shang Cai,﻿上蔡,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702372,,﻿Pu Zi,﻿蒲子,County,-475,-221,111.0361729,36.69879493,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702373,,﻿Qi Yuan,﻿漆垣,County,-475,-221,108.988219,35.39063148,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702374,,﻿Gao Nu,﻿高奴,County,-475,-221,109.8459625,36.95490962,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702375,,﻿Pi Shi,﻿皮氏,County,-475,-221,110.6369622,35.60377636,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702376,,﻿Pu Ban,﻿蒲阪,County,-475,-221,110.3827511,34.8507217,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702377,,﻿Xiang Cheng,﻿襄城,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702378,,Xiang Cheng,襄城,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702379,,﻿Ping Qiu,﻿平丘,County,-475,-221,114.5735834,35.08449169,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702380,,﻿Shou Yuan,﻿首垣,County,-475,-221,114.858402,35.3038742,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702381,,﻿Ren,﻿仁,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702382,,﻿Huai,﻿懷,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702383,,﻿Han Xing Qiu,﻿韓邢丘,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702384,,﻿Dan Fu,﻿單父,County,-475,-221,116.0959645,34.75478208,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702385,,﻿Gao Du,﻿高都,County,-475,-221,112.7842552,35.63529742,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702386,,﻿Tao,﻿陶,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702387,,﻿Yan,﻿燕,County,-475,-221,114.3431497,35.40672041,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702388,,Xu,虛,County,-475,-221,114.3154942,35.30501262,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702389,,Zhang Ping,長平,County,-475,-221,114.5875266,33.88403926,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702390,,Yong Qiu,雍丘,County,-475,-221,114.7763894,34.51153839,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702391,,Shan Yang,山陽,County,-475,-221,113.3222713,35.30517402,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702392,,﻿Xiu Wu,﻿修武,County,-475,-221,113.6313482,35.19593376,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702393,,Ning,寧,County,-475,-221,113.6313482,35.19593376,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702394,,﻿Gong,﻿共,County,-475,-221,113.7388577,35.57204064,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702395,,﻿Zhai Yang,﻿宅陽,County,-475,-221,113.3996803,34.80274196,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702396,,Wu,梧,County,-475,-221,114.1775141,34.01837219,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702397,,﻿Si,﻿虒,County,-475,-221,,,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702398,,﻿Su Qiong,﻿涑[⿰睘阝],County,-475,-221,112.4724574,37.66516722,701940,Wei,魏,701928,Zhan Guo,戰國,,,,,,,,,
702399,,Ju Yang,沮陽,County,-475,-221,115.7720079,40.23234943,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702400,,Yu Yang,漁陽,County,-475,-221,116.8636397,40.35196484,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702401,,Wu Zhong,無終,County,-475,-221,117.4926159,39.99844632,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702402,,Yang Le,陽樂,County,-475,-221,121.141636,41.57433158,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702403,,﻿Ling Zhi,﻿令支,County,-475,-221,118.5917977,40.03581773,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702404,,﻿Xiang Ping,﻿襄平,County,-475,-221,123.3973862,41.16957912,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702405,,Chang Cheng,昌城,County,-475,-221,,,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702406,,Fang Cheng,方城,County,-475,-221,116.3002139,39.25092244,701941,Yan,燕,701928,Zhan Guo,戰國,,,,,,,,,
702407,,﻿Deng,﻿鄧,County,-475,-221,111.6016825,32.33359855,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702408,,﻿Hu Yang,﻿湖陽,County,-475,-221,112.694605,32.4822122,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702409,,﻿Jing Ling,﻿竟陵,County,-475,-221,112.6636349,30.47116424,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702410,,﻿Ku,﻿苦,County,-475,-221,115.4799353,33.90624719,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702411,,﻿Qi Si,﻿期思,County,-475,-221,115.3141229,32.46081562,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702412,,Qin,寢,County,-475,-221,115.3282874,32.85900567,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702413,,﻿Ruo,﻿鄀,County,-475,-221,112.5492972,31.59203907,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702414,,Shen,申,County,-475,-221,112.1860567,33.06080863,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702415,,Xi,析,County,-475,-221,111.3347734,33.46361694,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702416,,﻿Ye,﻿葉,County,-475,-221,113.2555975,33.44794405,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702417,,﻿Yin,﻿陰,County,-475,-221,111.678819,32.57905262,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702418,,﻿Xi,﻿息,County,-475,-221,114.7813615,32.2805161,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702419,,﻿Wu Cheng,﻿武城,County,-475,-221,115.3846284,32.3486038,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702420,,﻿Shang Yong,﻿上庸,County,-475,-221,110.0201636,32.23409832,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702421,,﻿Sui,﻿隨,County,-475,-221,113.4071454,31.89358299,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702422,,Yan,鄢,County,-475,-221,112.408485,31.67562341,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702423,,﻿Chen,﻿陳,County,-475,-221,114.8382561,33.67806923,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702424,,Ying Chen,郢陳,County,-475,-221,114.8382561,33.67806923,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702425,,﻿Ping Yu,﻿平輿,County,-475,-221,114.6141133,33.09058125,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702426,,Ju,莒,County,-475,-221,118.9491421,35.70224187,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702427,,﻿Lu Yang,﻿魯陽,County,-475,-221,112.6696866,33.77054235,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702428,,﻿Lin Yuan,﻿臨沅,County,-475,-221,111.379723,29.26669634,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702429,,﻿Guang Ling,﻿廣陵,County,-475,-221,119.4116138,33.09173206,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702430,,﻿Ju Chao,﻿居巢,County,-475,-221,116.3850077,32.1154678,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702431,,﻿Wu Guo,﻿吳國,County,-475,-221,120.7079315,31.40136284,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702432,,﻿Shang Cai,﻿上蔡,County,-475,-221,114.4313823,33.3157619,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702433,,﻿Zhong Li,﻿鍾離,County,-475,-221,117.6167251,32.84248527,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702434,,﻿Zhu Fang,﻿朱方,County,-475,-221,119.4138469,32.04274324,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702435,,﻿Xin Cheng,﻿新城,County,-475,-221,,,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702436,,﻿Xiang Cheng,﻿襄城,County,-475,-221,113.5620135,33.8560915,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702437,,﻿Han Ru Yang,﻿韓汝陽,County,-475,-221,,,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702438,,Xue,薛,County,-475,-221,,,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702439,,﻿Lan Ling,﻿蘭陵,County,-475,-221,117.9159467,34.76053581,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702440,,Shou Chun,壽春,County,-475,-221,116.782813,32.28836862,701942,Chu,楚,701928,Zhan Guo,戰國,,,,,,,,,
702441,,﻿Shang Gui,﻿上邽,County,-475,-221,105.5352233,34.61947238,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702442,,Ji,冀,County,-475,-221,105.3878604,34.80331479,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702443,,Xia Gui,下邽,County,-475,-221,110.0011525,35.40063978,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702444,,Du,杜,County,-475,-221,108.3765521,33.90806791,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702445,,Zheng,鄭,County,-475,-221,109.7925331,34.41575741,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702446,,﻿Guo,﻿虢,County,-475,-221,106.9461337,34.33615837,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702447,,﻿Wei Cheng,﻿魏城,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702448,,﻿Lin Jin,﻿臨晉,County,-475,-221,110.1390647,34.83108917,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702449,,﻿Pang Xi Cheng,﻿龐戲城,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702450,,﻿Pin Yang,﻿頻陽,County,-475,-221,109.3349499,35.00258895,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702451,,﻿Yong,﻿雍,County,-475,-221,107.3134764,34.52765056,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702452,,﻿Ji Gu,﻿籍姑,County,-475,-221,110.3706293,35.70511798,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702453,,Pang,龐,County,-475,-221,110.4492872,35.42669175,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702454,,﻿Zhong Quan,﻿重泉,County,-475,-221,109.5487844,34.86525386,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702455,,﻿Li Yang,﻿櫟陽,County,-475,-221,109.349073,34.55444292,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702456,,﻿Pu,﻿蒲,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702457,,Lan Tian,藍田,County,-475,-221,109.2789264,34.08263122,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702458,,Shan Ming Shi,善明氏,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702459,,﻿Shao Liang,﻿少梁,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702460,,﻿An Yi,﻿安邑,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702461,,﻿Gao Ling,﻿高陵,County,-475,-221,109.0691175,34.51026881,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702462,,﻿Li,﻿斄,County,-475,-221,108.1485893,34.27067956,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702463,,Mei Yang,美陽,County,-475,-221,108.1026456,34.3712745,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702464,,Wu Gong,武功,County,-475,-221,107.8992656,34.15615944,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702465,,Xian Yang,咸陽,County,-475,-221,108.5568178,34.88506139,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702466,,﻿Wu Cheng,﻿武城,County,-475,-221,109.8480406,34.49222527,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702467,,﻿Shang,﻿商,County,-475,-221,110.3191048,33.81936466,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702468,,﻿He Yang,﻿合陽,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702469,,﻿Yin Jin,﻿陰晉,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702470,,﻿Shan,﻿陝,County,-475,-221,111.2418664,34.53789905,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702471,,﻿Lin,﻿藺,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702472,,﻿Li Shi,﻿離石,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702473,,Pu Zi,蒲子,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702474,,﻿Qi Yuan,﻿漆垣,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702475,,﻿Gao Nu,﻿高奴,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702476,,﻿Yi Qu,﻿義渠,County,-475,-221,107.2510416,35.80698141,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702477,,﻿Nan Zheng,﻿南鄭,County,-475,-221,107.0231311,33.01812404,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702478,,﻿Han Lu Shi,﻿韓盧氏,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702479,,﻿Qu Yan,﻿朐衍,County,-475,-221,106.9877874,37.63455425,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702480,,﻿Jiang Zhou,﻿江州,County,-475,-221,106.6758348,29.60435456,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702481,,﻿Yu Fu,﻿魚復,County,-475,-221,109.3842576,30.95324556,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702482,,﻿Lang Zhong,﻿閬中,County,-475,-221,105.9734527,31.60576249,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702483,,﻿Jian Shi,﻿湔氏,County,-475,-221,103.409008,32.88525757,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702484,,Jian Di,湔氐,County,-475,-221,103.409008,32.88525757,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
702485,,﻿Shang Yong,﻿上庸,County,-475,-221,,,701943,Qin,秦,701928,Zhan Guo,戰國,,,,,,,,,
